,r1x,r1y,v1x,v1y,r2x,r2y,v2x,v2y,r3x,r3y,v3x,v3y
298,-3.898166724816918,1.7364269256158669,-0.060360891335459674,-0.12898948799831852,-2.4595698752771566,2.3834681336107866,-0.028870976529014592,-0.06534457402072892,-3.4770909268202903,1.3614670429606115,0.06163898299075597,0.13568833773965353
299,-3.9042028139504636,1.723527976816035,-0.05859049152575902,-0.12973599783731352,-2.4624569729300583,2.3769336762087137,-0.029568870902644033,-0.06589783169166223,-3.470927028521215,1.375035876734577,0.061474716937184766,0.13666042778537416
300,-3.9100618631030395,1.7105543770323037,-0.05675781303384709,-0.1304281857246958,-2.465413860020323,2.3703438930395473,-0.030274549220730976,-0.0664553577253284,-3.464779556827496,1.3887019195131143,0.06128681213789802,0.13760921359499995
301,-3.9157376444064242,1.6975115584598341,-0.054866745257537736,-0.13105860661858487,-2.468441314942396,2.3636983572670145,-0.030988430361221432,-0.06701721061558578,-3.4586508756137064,1.4024628408726143,0.06107770890655047,0.13853094037829652
302,-3.921224318932178,1.6844056977979756,-0.052922378230929316,-0.1316202633031596,-2.4715401579785183,2.356996636205456,-0.0317109544087698,-0.06758344242094642,-3.4525431047230515,1.416315934910444,0.06085048571762356,0.1394220760919041
303,-3.926516556755271,1.6712436714676595,-0.050930934750470565,-0.132106859842736,-2.4747112534193954,2.3502382919633615,-0.03244258382092799,-0.06815409780645008,-3.446458056151289,1.4302581425196343,0.06060882564948168,0.14027944036553613
304,-3.9316096502303184,1.658032985483386,-0.048899636958081076,-0.13251304008932907,-2.477955511801488,2.3434228821827165,-0.033183804661749826,-0.06872921301015034,-3.4403971735863412,1.444286086556188,0.06035694929513412,0.14110032568473851
305,-3.9364996139261264,1.6447816814744531,-0.0468365121805849,-0.13283459107429166,-2.481273892267663,2.3365499608817015,-0.03393512791689717,-0.06930881472601794,-3.434361478656828,1.4583961191246617,0.060099516616305554,0.1418826004805511
306,-3.941183265144185,1.631498222367024,-0.044750149930638916,-0.13306859329385043,-2.4846674050593527,2.3296190794091,-0.034697090906442456,-0.06989291889107808,-3.4283515269951974,1.472584379172717,0.059841503861896544,0.14262478488946237
307,-3.945658280137249,1.618191363037639,-0.04264942787066372,-0.13321350486093764,-2.488137114149997,2.322629787519992,-0.035470258813064495,-0.07048152935977324,-3.422367376609008,1.4868468576616631,0.059588064696583315,0.1433260924862405
308,-3.949923222924315,1.6048700125515452,-0.04054322806667454,-0.133269173489446,-2.4916841400313037,2.3155816345840146,-0.03625522634406434,-0.07107463644304036,-3.4164085701393496,1.5011794669102871,0.05934438649356424,0.1439864348720726
309,-3.9539775457309827,1.5915430952026006,-0.038440165343946515,-0.1332367780597801,-2.49530966266571,2.3084741709397103,-0.037052619545508404,-0.07167221528359809,-3.4104741314899933,1.5155781103974943,0.05911555299401284,0.14460638998430161
310,-3.9578215622653774,1.5782194173966226,-0.03634834701224669,-0.13311870868295583,-2.499014924620261,2.3013069494113503,-0.03786309778585122,-0.07227422403262211,-3.404562576190592,1.5300387493959244,0.05890642323035878,0.1451871386625751
311,-3.961456396966602,1.564907546528327,-0.03427517831783704,-0.13291839954531343,-2.5028012343988464,2.2940795270080883,-0.038687355924687895,-0.07288060178644641,-3.398671933867556,1.544557463262182,0.058721534091058715,0.14573037674981207
312,-3.9648839147983854,1.5516157065737957,-0.032227221791048505,-0.13264013168658145,-2.5066699699913153,2.2867914668294436,-0.039526126679956176,-0.07349126623516698,-3.39279978045845,1.5591305009371632,0.0585650307292198,0.14623821147099622
313,-3.9681066369774904,1.5383516934051376,-0.030210112380938337,-0.13228882315182683,-2.5106225826593107,2.279442340205927,-0.04038018320405736,-0.07410611096793768,-3.386943277385528,1.573754322084263,0.05844062579601311,0.1467130509728096
314,-3.9711276482155844,1.5251228110899548,-0.028228524892417155,-0.13186982209078268,-2.5146606009797163,2.272031729109133,-0.04125034187603929,-0.07472500237212856,-3.3810992148059267,1.5884256271815438,0.058351585719912336,0.1471574949417638
315,-3.973950500704826,1.5119358288808766,-0.0262861863749004,-0.13138871509269623,-2.5187856351673203,2.2645592288719203,-0.04213746531313443,-0.07534777605508185,-3.3752640562339353,1.60314137667572,0.0583007402664088,0.14757423252509047
316,-3.976579119342316,1.498796957371607,-0.024385923944682076,-0.13085115914898743,-2.5229993816986336,2.257024451266412,-0.04304246560040011,-0.07597423270761644,-3.3694339822072945,1.617898799928229,0.05829051049705652,0.14796595177102545
317,-3.9790177117367844,1.485711841456708,-0.022529737904284846,-0.13026274182070174,-2.5273036282586734,2.2494270279956505,-0.04396630773166272,-0.07660413331734431,-3.363604931157589,1.6326953951053316,0.05832294992345858,0.148335262837188
318,-3.981270685527213,1.472685567274638,-0.020718890592915658,-0.12962887092587458,-2.53170025903184,2.241766614663916,-0.04491001324797266,-0.07723719362691471,-3.357772636165243,1.6475289213890503,0.05839979393704508,0.14868463552959424
319,-3.9833425745865045,1.4597226801820504,-0.01895400273412356,-0.1289546925907635,-2.5361912603566372,2.2340428953012244,-0.045874664050727224,-0.07787307771715765,-3.351932656771538,1.6623973849420097,0.05852251326875715,0.14901635045173775
320,-3.985237974859917,1.446827210922974,-0.017235150742390692,-0.12824503486985375,-2.54077872676171,2.2262555875295087,-0.04686140635473182,-0.07851139057744676,-3.3460804054446625,1.6772990199871836,0.05869236808944727,0.14933246218402002
